form,lemma
think,think
your,you
version,version
is,be
just,just
too,too
small,small
and,and
does,do
n't,not
get,get
hot,hot
enough,enough
.,.
I,I
have,have
melted,melt
small,small
amounts,amount
of,of
bronze,bronze
in,in
a,a
crucible,crucible
with,with
a,a
large,large
propane,propane
torch,torch
(,(
much,much
larger,larger
than,than
the,the
plumbers,plumber
torch,torch
",",","
but,but
it,it
can,can
be,be
run,run
of,of
those,those
propane,propane
cylinders,cylinder
you,you
can,can
buy,buy
for,for
a,a
gas,gas
grill,grill
),)
.,.
I,I
melt,melt
brass,brass
and,and
cast,cast
it,it
http://www.mikegigi.com/castgobl.htm,http://www.mikegigi.com/castgobl.htm
Brass,brass
melts,melt
at,at
just,just
under,under
2000,2000
F,F
which,which
is,be
a,a
bright,bright
yellow,yellow
heat,heat
",",","
not,not
red,red
hot,hot
.,.
http://www.mikegigi.com/techspec.htm,
You,you
might,might
be,be
able,able
to,to
make,make
a,a
version,version
of,of
your,you
setup,setup
work,work
",",","
but,but
it,it
would,would
take,take
quite,quite
a,a
bit,bit
of,of
charcoal,charcoal
and,and
a,a
lot,lot
of,of
forced,force
air,air
.,.
I,I
use,use
propane,propane
with,with
a,a
blower,blower
and,and
a,a
burner,burner
I,I
built,build
http://www.mikegigi.com/meltmetl.htm,http://www.mikegigi.com/meltmetl.htm
and,and
http://www.mikegigi.com/firehole.htm,http://www.mikegigi.com/firehole.htm
Should,should
all,all
UK,UK
towns,town
and,and
their,they
cafes,cafe
or,or
restaurants,restaurant
provide,provide
Halal,halal
food,food
?,?
Some,some
friends,friend
of,of
mine,mine
visited,visit
Dartmouth,Dartmouth
in,in
Devon,Devon
whilst,whilst
on,on
holiday,holiday
last,last
summer,summer
.,.
They,they
could,could
not,not
find,find
any,any
cafes,cafe
or,or
food,food
shops,shop
that,that
provided,provide
Halal,halal
prepared,prepare
foods,food
.,.
It,it
s,be
important,important
to,to
their,they
religion,religion
that,that
they,they
only,only
consume,consume
Halal,halal
food,food
.,.
Even,even
if,if
you,you
buy,buy
a,a
cake,cake
in,in
a,a
baker,baker
s,s
you,you
can,can
not,not
be,be
too,too
what,what
happens,happen
in,in
the,the
kitchen,kitchen
",",","
for,for
example,example
the,the
cake,cake
may,may
have,have
been,be
sliced,slice
using,use
a,a
knife,knife
used,use
for,for
preparing,prepare
ham,ham
.,.
It,it
s,be
simply,simply
not,not
just,just
a,a
case,case
of,of
avoiding,avoid
pork,pork
",",","
alcohol,alcohol
and,and
only,only
being,be
allowed,allow
to,to
eat,eat
halal,halal
prepared,prepare
meat,meat
",",","
but,but
the,the
kitchen,kitchen
and,and
its,its
utensils,utensil
should,should
not,not
have,have
been,be
used,use
for,for
prohibited,prohibit
foods,food
.,.
Places,place
like,like
Dartmouth,Dartmouth
are,be
supposed,suppose
to,to
be,be
tourist,tourist
towns,town
and,and
should,should
provide,provide
foods,food
for,for
people,people
of,of
all,all
religions,religion
.,.
We,we
all,all
enjoy,enjoy
buying,buy
a,a
snack,snack
when,when
visiting,visit
a,a
town,town
or,or
attraction,attraction
while,while
on,on
holiday,holiday
.,.
Not,not
everyone,everyone
wants,want
to,to
bring,bring
packed,pack
lunch,lunch
.,.
It,it
s,be
not,not
fair,fair
if,if
some,some
people,people
have,have
to,to
go,go
without,without
buying,buy
food,food
because,because
no,no
place,place
will,will
provide,provide
suitable,suitable
food,food
for,for
them,they
.,.
I,I
think,think
it,it
s,be
only,only
fair,fair
that,that
nowadays,nowadays
every,every
town,town
should,should
provide,provide
at,at
least,least
one,one
halal,halal
cafe,cafe
or,or
restaurant,restaurant
and,and
hopefully,hopefully
one,one
day,day
every,every
British,british
catering,catering
establishment,establishment
will,will
be,be
halal,halal
.,.
When,when
I,I
went,go
to,to
Bosnia,Bosnia
",",","
all,all
the,the
meat,meat
was,be
Halal,halal
.,.
I,I
will,will
not,not
eat,eat
halal,halal
meat,meat
",",","
so,so
guess,guess
what,what
",",","
I,I
opted,opt
for,for
foods,food
which,which
were,be
n't,not
a,a
meat,meat
dish,dish
",",","
there,there
were,be
plenty,plenty
of,of
other,other
options,option
.,.
I,I
could,could
not,not
go,go
to,to
their,they
country,country
and,and
demand,demand
they,they
slaughter,slaughter
and,and
sell,sell
an,a
animal,animal
as,as
meat,meat
the,the
way,way
I,I
prefer,prefer
to,to
eat,eat
it,it
.,.
When,when
you,you
go,go
to,to
another,another
country,country
",",","
you,you
live,live
by,by
their,they
way,way
of,of
life,life
and,and
their,they
laws,law
",",","
if,if
you,you
do,do
n't,not
like,like
it,it
",",","
you,you
know,know
how,how
to,to
get,get
back,back
out,out
the,the
country,country
(,(
but,but
I,I
guess,guess
our,we
benefits,benefit
system,system
is,be
too,too
much,much
to,to
throw,throw
away,away
",",","
huh,huh
),)
.,.
Cafes,cafe
and,and
restaurants,restaurant
rarely,rarely
use,use
the,the
same,same
cutlery,cutlery
for,for
different,different
food,food
groups,group
anyway,anyway
",",","
they,they
normally,normally
have,have
blue,blue
for,for
bakery,bakery
items,item
",",","
have,have
red,red
for,for
cooked,cook
meat,meat
",",","
have,have
brown,brown
for,for
raw,raw
meat,meat
",",","
etc,etc
-,-
all,all
for,for
food,food
preparation,preparation
and,and
hygiene,hygiene
policies,policy
.,.
No,no
.,.
To,to
prevent,prevent
animal,animal
cruelty,cruelty
",",","
many,many
countries,country
forbid,forbid
Halal,halal
and,and
Kosher,kosher
meat,meat
.,.
Switzerland,Switzerland
is,be
one,one
",",","
and,and
the,the
Netherlands,Netherlands
are,be
passing,pass
the,the
same,same
law,law
.,.
It,it
will,will
become,become
EU,EU
law,law
in,in
a,a
couple,couple
of,of
years,year
.,.
We,we
ca,can
n't,not
dictate,dictate
what,what
business,business
wants,want
to,to
open,open
where,where
.,.
If,if
someone,someone
thinks,think
there,there
is,be
a,a
business,business
opportunity,opportunity
then,then
they,they
will,will
start,start
opening,open
halal,halal
only,only
places,place
.,.
How,how
to,to
convince,convince
my,my
parents,parent
to,to
let,let
me,I
get,get
a,a
Ball,ball
python,python
?,?
They,they
do,do
n't,not
know,know
ANYTHING,anything
about,about
Ball,ball
pythons,python
.,.
When,when
I,I
ask,ask
my,my
mom,mom
she,she
says,say
she,she
will,will
never,never
let,let
a,a
snake,snake
in,in
her,she
house,house
.,.
She,she
has,have
no,no
experience,experience
with,with
snakes,snake
and,and
has,have
never,never
held,hold
one,one
.,.
I,I
did,do
all,all
my,my
research,research
and,and
am,be
well,well
prepared,prepare
to,to
keep,keep
one,one
",",","
I,I
'm,be
14,14
by,by
the,the
way,way
Lay,lay
some,some
knowledge,knowledge
on,on
them,they
dude,dude
.,.
Maybe,maybe
if,if
they,they
see,see
how,how
much,much
time,time
and,and
effort,effort
you,you
've,have
devoted,devote
to,to
researching,research
the,the
animal,animal
they,they
'll,will
reconsider,reconsider
.,.
Tell,tell
them,they
it,it
costs,cost
like,like
8,8
dollars,dollar
a,a
month,month
(,(
if,if
even,even
that,that
much,much
),)
to,to
keep,keep
it,it
fed,fed
.,.
Be,be
helpful,helpful
around,around
the,the
house,house
to,to
show,show
that,that
even,even
if,if
you,you
ca,can
n't,not
pay,pay
for,for
it,it
yourself,yourself
that,that
you,you
re,be
willing,willing
to,to
work,work
for,for
it,it
.,.
Once,once
you,you
've,have
buttered,butter
them,they
up,up
a,a
bit,bit
try,try
to,to
get,get
them,they
to,to
the,the
pet,pet
store,store
and,and
ask,ask
one,one
of,of
the,the
employees,employee
to,to
handle,handle
the,the
snake,snake
showing,show
your,you
mom,mom
how,how
gentle,gentle
and,and
harmless,harmless
they,they
can,can
be,be
.,.
Maybe,maybe
even,even
try,try
to,to
get,get
your,you
mom,mom
to,to
hold,hold
it,it
a,a
bit,bit
.,.
My,my
wife,wife
was,be
TERRIFIED,terrified
of,of
snakes,snake
when,when
we,we
first,first
met,meet
",",","
I,I
introduced,introduce
her,she
to,to
one,one
out,out
my,my
baby,baby
corn,corn
snakes,snake
and,and
she,she
fell,fall
in,in
love,love
with,with
it,it
.,.
Be,be
persistent,persistent
",",","
but,but
do,do
n't,not
pester,pester
them,they
about,about
it,it
cause,cause
that,that
'll,will
get,get
you,you
nowhere,nowhere
fast,fast
.,.
Good,good
luck,luck
!,!
My,my
general,general
convince,convince
your,you
parents,parent
to,to
let,let
you,you
get,get
a,a
reptile,reptile
advice,advice
:,:
1,1
.,.
Be,be
responsible,responsible
.,.
Do,do
all,all
your,you
chores,chore
without,without
being,be
nagged,nag
",",","
take,take
care,care
of,of
any,any
existing,exist
pets,pet
",",","
keep,keep
your,you
room,room
clean,clean
",",","
and,and
so,so
on,on
.,.
Prove,prove
",",","
to,to
your,you
parents,parent
','
satisfaction,satisfaction
",",","
that,that
you,you
",",","
not,not
they,they
",",","
will,will
be,be
the,the
one,one
actually,actually
taking,take
care,care
of,of
your,you
new,new
pet,pet
.,.
2,2
.,.
Save,save
up,up
",",","
and,and
research,research
",",","
so,so
that,that
you,you
are,be
ready,ready
for,for
your,you
new,new
pet,pet
.,.
3,3
.,.
Bargain,bargain
with,with
them,they
.,.
Offer,offer
to,to
do,do
extra,extra
chores,chore
",",","
ask,ask
for,for
your,you
pet,pet
as,as
a,a
reward,reward
for,for
good,good
grades,grade
",",","
something,something
like,like
that,that
.,.
4,4
.,.
Play,play
the,the
sympathy,sympathy
card,card
.,.
If,if
you,you
can,can
find,find
a,a
pet,pet
at,at
a,a
shelter,shelter
",",","
or,or
that,that
a,a
friend,friend
needs,need
to,to
get,get
rid,rid
of,of
because,because
they,they
're,be
moving,move
or,or
whatever,whatever
",",","
you,you
might,might
be,be
able,able
to,to
talk,talk
your,you
parents,parent
into,into
	,PUNCT
giving,give
it,it
a,a
good,good
home,home
	,PUNCT
where,where
you,you
might,might
not,not
be,be
able,able
to,to
talk,talk
them,they
into,into
buying,buy
a,a
new,new
pet,pet
.,.
On,on
the,the
fear,fear
angle,angle
--,--
talk,talk
her,she
into,into
coming,come
to,to
the,the
pet,pet
store,store
with,with
you,you
.,.
Once,once
you,you
're,be
there,there
",",","
ask,ask
if,if
you,you
can,can
hold,hold
a,a
ball,ball
python,python
.,.
Once,once
you,you
're,be
holding,hold
it,it
",",","
try,try
to,to
get,get
her,she
to,to
touch,touch
/,/
pet,pet
it,it
...,...
My,my
Snake,snake
's,'s
meal,meal
is,be
TOO,too
big,big
",",","
what,what
can,can
I,I
do,do
?,?
Just,just
today,today
I,I
bought,buy
a,a
medium,medium
rat,rat
for,for
my,my
beloved,beloved
Ball,ball
Python,python
Salazar,Salazar
(,(
name,name
after,after
Harry,Harry
Potter,Potter
),)
.,.
Last,last
time,time
I,I
got,get
a,a
medium,medium
rat,rat
it,it
was,be
a,a
girl,girl
and,and
my,my
snake,snake
handled,handle
her,she
easily,easily
.,.
But,but
today,today
",",","
I,I
got,get
a,a
boy,boy
and,and
realized,realize
that,that
he,he
is,be
HUGE,huge
!,!
I,I
really,really
do,do
love,love
my,my
snake,snake
cause,cause
she,she
is,be
actually,actually
an,a
affectionate,affectionate
cold,cold
-,-
blooded,blood
creature,creature
.,.
So,so
my,my
true,true
question,question
comes,come
to,to
this,this
",",","
how,how
can,can
I,I
knock,knock
the,the
rat,rat
out,out
?,?
If,if
I,I
threw,throw
him,he
against,against
a,a
wall,wall
and,and
still,still
conscious,conscious
he,he
will,will
run,run
away,away
",",","
do,do
I,I
hang,hang
him,he
by,by
the,the
tail,tail
so,so
the,the
blood,blood
can,can
flush,flush
into,into
his,he
skull,skull
?,?
I,I
really,really
do,do
need,need
answers,answer
and,and
advice,advice
",",","
and,and
NOT,not
INSULTING,insulting
ANSWERS,answer
!!,!!
LIKE,like
SERIOUSLY,seriously
!!,!!
>:(,>:(
Best,best
answer,answer
shall,shall
receive,receive
points,point
:),:)
iw,i
ould,would
just,just
stick,stick
him,he
in,in
the,the
tank,tank
and,and
let,let
your,you
snake,snake
have,have
a,a
nice,nice
hunt,hunt
for,for
once,once
",",","
snakes,snake
jaws,jaw
detach,detach
for,for
this,this
sort,sort
of,of
this,this
thing,thing
",",","
so,so
why,why
not,not
give,give
her,she
a,a
good,good
hunt,hunt
",",","
but,but
if,if
you,you
do,do
want,want
him,he
knock,knock
him,he
i,i
d,would
just,just
throw,throw
him,he
against,against
the,the
wall,wall
or,or
something,something
",,",",,"
lol,lol
i,i
do,do
nt,not
know,know
",",","
i,i
agree,agree
with,with
you,you
though,though
throw,throw
him,he
",",","
haha,haha
Ok,ok
so,so
if,if
youre,your
snake,snake
will,will
take,take
pre-killed,pre-killed
",",","
you,you
can,can
	,PUNCT
gas,gas
it,it
	,PUNCT
.,.
Just,just
put,put
the,the
rat,rat
in,in
a,a
sealed,seal
tupperwear,tupperware
container,container
with,with
no,no
airholes,airhole
and,and
wait,wait
until,until
it,it
passes,pass
out,out
and,and
dies,die
and,and
then,then
feed,feed
it,it
.,.
If,if
it,it
wo,will
n't,not
take,take
pre-killed,pre-killed
and,and
you,you
usually,usually
feed,feed
live,live
then,then
you,you
could,could
hold,hold
the,the
rat,rat
by,by
the,the
tail,tail
and,and
whack,whack
it,it
against,against
a,a
hard,hard
surface,surface
",",","
like,like
a,a
refrigerator,refrigerator
or,or
wall,wall
.,.
I,I
do,do
n't,not
like,like
that,that
option,option
though,though
-,-
I,I
think,think
it,it
's,be
pretty,pretty
cruel,cruel
and,and
I'd,i'd
not,not
done,do
properly,properly
you,you
'll,will
end,end
up,up
really,really
hurting,hurt
the,the
rat,rat
but,but
not,not
stunning,stun
him,he
enough,enough
to,to
stop,stop
possible,possible
injury,injury
to,to
your,you
snake,snake
.,.
I,I
would,would
